site_no,station_name,lat,lon,land_surface_alt_ft,land_surface_alt_datum,well_depth_ft,hole_depth_ft,aquifer_code,aquifer,national_aquifer_code,aquifer_type_code,datum,construction_date,huc,distance_from_AOI_center_km,inside_AOI,n_level_obs,period_of_record
253249080205203,G  -3132,25.5473298,-80.3475536,3,NAVD88,45,,,,,,NAD83,,03090202,30.658,N,0,
254445080295001,G  -3559,25.7463056,-80.4970278,8.6,NGVD29,19.50,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,30.797,N,0,
254446080295501,G  -3574,25.7463611,-80.4978889,6.2,NGVD29,6.80,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,30.882,N,0,
253203080202101,G  -3141,25.5345524,-80.3389424,2,NAVD88,10.9,,,,,,NAD83,,03090202,31.48,N,0,
253203080202102,G  -3142,25.5345524,-80.3389424,2,NAVD88,21.1,,,,,,NAD83,,03090202,31.48,N,0,
253203080203501,G  -3139,25.5345524,-80.3428314,3,NAVD88,28.5,,,,,,NAD83,,03090202,31.663,N,0,
253203080203502,G  -3140,25.5345524,-80.3428314,3,NAVD88,38.6,,,,,,NAD83,,03090202,31.663,N,0,
254158080294501,G  -3551,25.7002222,-80.4955,7.4,NGVD29,18.30,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,31.779,N,0,
254206080294701,G  -3575,25.7021111,-80.4961944,6.1,NGVD29,10,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,31.783,N,0,
253253080221201,G  -3885,25.5480833,-80.3701944,6.94,NGVD29,86,107,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20090701,03090202,31.799,N,0,
253212080210801,G  -3133,25.5370524,-80.3519982,4,NAVD88,10.6,,,,,,NAD83,,03090202,31.87,N,0,
253212080210802,G  -3134,25.5370524,-80.3519982,4,NAVD88,19.7,,,,,,NAD83,,03090202,31.87,N,0,
253203080205301,G  -3135,25.5345525,-80.3478315,19,NAVD88,15.3,,,,,,NAD83,,03090202,31.905,N,0,
253203080205302,G  -3136,25.5345525,-80.3478315,19,NAVD88,26.2,,,,,,NAD83,,03090202,31.905,N,0,
253640080264701,G  -1362A,25.611,-80.4462778,11.35,NGVD29,31,35,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20131210,03090202,31.952,N,0,
263630080264801,G  -1362,25.6105278,-80.4463417,11.5,NGVD29,33,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,31.989,N,0,
254207080300201,G  -3577,25.7026111,-80.5005556,6,NGVD29,8,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,32.186,N,0,
254112080294201,G  -3557,25.6871389,-80.4959444,6.6,NGVD29,19.50,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,32.284,N,0,
254054080295401,G  -1487,25.6878389,-80.4965194,6.8,NGVD29,9,20,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,1970,03090202,32.312,N,0,
253214080215401,G  -3613,25.537608,-80.3647763,4.4,NGVD29,60,60,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950916,03090202,32.479,N,0,
254442080305201,G  -3576,25.7458333,-80.51425,6,NGVD29,9.64,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950309,03090202,32.513,N,0,
253214080224601,G  -3701,25.5371667,-80.3795278,6.6,NGVD29,83,85,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19990514,03090202,33.329,N,0,
254210080304801,G  -3578,25.7031389,-80.5131389,6,NGVD29,6,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,33.38,N,0,
253133080224801,G  -1268,25.5262196,-80.3797767,4.75,NGVD29,46.5,,,,,,NAD83,19650101,03090202,34.356,N,0,
253202080232601,G  -3162,25.5257667,-80.3894833,6,NGVD29,92,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19780210,03090202,34.939,N,0,
253539080284101,G  - 757AR,25.5940861,-80.4779778,7.9,NAVD88,34,34,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,20180320,03090202,35.622,N,0,
253537080284401,G  - 757A,25.5941667,-80.4786667,9.9,NGVD29,33,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,35.673,N,0,
253937080304001,G  - 596,25.638,-80.5119722,8,NGVD29,16,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19490101,03090202,35.939,N,0,
252933080210001,G  -3549,25.492944,-80.349083,4.34,NGVD29,11.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,36.07,N,0,
253258080264301,"G  - 614 Miami-Dade County, FL",25.550306,-80.445472,11.3,NGVD29,20.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,36.385,N,0,
253024080231001,G  -3615,25.5071944,-80.386,4.50,NGVD29,80,80,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950919,03090202,36.475,N,0,
253632080321101,G  -3627,25.6086944,-80.50325,7.90,NGVD29,12,12,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19960613,03090202,36.794,N,0,
253708080304201,G  -3626,25.6185917,-80.5112722,7.3,NGVD29,12,12,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19960614,03090202,36.912,N,0,
253027080234701,G  -3700,25.50725,-80.3966944,9.4,NGVD29,82.5,83,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19990513,03090202,37.051,N,0,
253952080321501,G  -3272,25.6649333,-80.5389333,7,NGVD29,10,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830309,03090202,37.183,N,0,
252906080213101,G  -3550,25.485528,-80.358283,2.73,NGVD29,13.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,37.217,N,0,
253312080281001,G  -3381A   RD-GR-UP-D,25.5537192,-80.469223,8,NAVD88,9,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19850101,03090202,37.822,N,0,
253312080281003,G  -3381C   RD-GR-UP-S,25.5537192,-80.469223,8,NAVD88,9,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19850101,03090202,37.822,N,0,
253307080280501,G  -3382A   RD-GR-MD-D,25.5523304,-80.4678341,8,NAVD88,9,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19850101,03090202,37.826,N,0,
253307080280502,G  -3382B   RD-GR-MD-M,25.5523304,-80.4678341,8,NAVD88,9,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19850101,03090202,37.826,N,0,
253307080280503,G  -3382C   RD-GR-MD-S,25.5523304,-80.4678341,8,NAVD88,9,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19850101,03090202,37.826,N,0,
253302080280001,G  -3383A   RD-GR-DN-D,25.5509415,-80.4664452,8,NAVD88,9,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19850101,03090202,37.831,N,0,
253302080280002,G  -3383B   RD-GR-DN-M,25.5509415,-80.4664452,8,NAVD88,9,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19850101,03090202,37.831,N,0,
253302080280003,G  -3383C   RD-GR-DN-S,25.5509415,-80.4664452,8,NAVD88,9,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19850101,03090202,37.831,N,0,
252944080233401,G  -1179,25.4958056,-80.3927222,8,NGVD29,80,80,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19611204,03090202,37.907,N,0,
252947080235201,G  -1270,25.4967764,-80.397555,7.60,NGVD29,27,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,38.075,N,0,
252813080204701,G  -3756,25.4706909,-80.3462873,5.33,NGVD29,,92.9,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,38.199,N,0,
252813080204702,G  -3757,25.4706909,-80.3463234,5.76,NGVD29,,65.6,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,38.201,N,0,
252813080204703,G  -3758,25.4706965,-80.3463623,5.44,NGVD29,,30.7,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,38.202,N,0,
252947080235301,G  -1180,25.4980833,-80.4034722,6.5,NGVD29,67,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19611204,03090202,38.277,N,0,
254500080360001,G  - 618,25.7608889,-80.5771667,7.4,NGVD29,20,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,38.611,N,0,
252918080234201,G  -1183,25.4888194,-80.3945694,6.6,NGVD29,47,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19611015,03090202,38.665,N,0,
252825080221201,G  -3759,25.4740826,-80.3699211,3.42,NGVD29,,95.4,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,38.88,N,0,
253012080261401,G  -1486,25.5029167,-80.4370278,9.94,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19700101,03090202,39.808,N,0,
252719080205301,G -5012 / TPGW-23,25.4555389,-80.3481556,1.7,NAVD88,116.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,030902061607,39.82,N,0,
252755080222901,G  -3384A   MR-BK-UP-D,25.4656663,-80.374499,3,NAVD88,9,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19850101,03090202,39.922,N,0,
252755080222902,G  -3384B   MR-BK-UP-M,25.4656663,-80.374499,3,NAVD88,9,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19850101,03090202,39.922,N,0,
